"","ENSEMBL","SYMBOL","Length"
"31565","ENSG00000262246","CORO7",8793
"31574","ENSG00000262484","CCER2",1057
"31581","ENSG00000262587","LOC554206",1126
"31585","ENSG00000262655","SPON1",5102
"31588","ENSG00000262700","LOC100421173",1869
"31591","ENSG00000262814","MRPL12",1028
"31592","ENSG00000262833","LOC101928855",3204
"31593","ENSG00000262874","C19orf84",1447
"31594","ENSG00000262879","LOC101927060",3348
"31595","ENSG00000262884","LOC101927911",2546
"31596","ENSG00000262902","MTCO1P40",625
"31597","ENSG00000262904","TMPOP2",1201
"31598","ENSG00000262919","CCNQ",1730
"31599","ENSG00000262943","ALOX12P2",5655
"31602","ENSG00000262999","LOC101927131",2279
"31603","ENSG00000263001","GTF2I",10438
"31604","ENSG00000263002","ZNF234",5210
"31605","ENSG00000263006","ROCK1P1",2645
"31607","ENSG00000263069","RNF213-AS1",3983
"31609","ENSG00000263142","LRRC37A17P",5074
"31610","ENSG00000263155","MYZAP",2561
"31616","ENSG00000263266","RPS7P1",585
"31617","ENSG00000263293","EFCAB13-DT",713
"31618","ENSG00000263307","RSL1D1-DT",562
"31620","ENSG00000263327","TAPT1-AS1",2763
"31634","ENSG00000263400","TMEM220-AS1",2102
"31639","ENSG00000263412","NFE2L1-DT",2933
"31653","ENSG00000263465","SRSF8",4028
"31659","ENSG00000263499","LOC101927539",1412
"31663","ENSG00000263513","FAM72C",2297
"31669","ENSG00000263528","IKBKE",3791
"31678","ENSG00000263563","UBBP4",1459
"31681","ENSG00000263574","LOC100134391",1140
"31690","ENSG00000263597","MIR3936",110
"31710","ENSG00000263667","LOC285766",2050
"31714","ENSG00000263675","MIR5581",60
"31722","ENSG00000263712","MIR4639",69
"31725","ENSG00000263724","DLGAP1-AS3",1332
"31738","ENSG00000263753","LINC00667",6652
"31754","ENSG00000263813","MIR3679",68
"31757","ENSG00000263818","RDM1P5",4171
"31763","ENSG00000263843","MIF4GD-DT",2527
"31769","ENSG00000263874","LINC00672",2365
"31772","ENSG00000263883","EEF1DP7",513
"31787","ENSG00000263941","RN7SL32P",281
"31791","ENSG00000263956","NBPF11",5947
"31793","ENSG00000263961","RHEX",3557
"31796","ENSG00000263968","RN7SL381P",298
"31813","ENSG00000264006","AKR1C8P",2222
"31817","ENSG00000264017","RN7SL336P",297
"31827","ENSG00000264049","MIR4737",81
"31830","ENSG00000264056","MIR5685",79
"31854","ENSG00000264157","MIR3127",111
"31869","ENSG00000264229","RNU4ATAC",127
"31873","ENSG00000264235","MYL12-AS1",1063
"31876","ENSG00000264247","ZNF407-AS1",3742
"31885","ENSG00000264269","LOC100129878",659
"31889","ENSG00000264278","ZNF236-DT",1295
"31890","ENSG00000264279","MIR4786",80
"31906","ENSG00000264343","NOTCH2NLA",6443
"31912","ENSG00000264357","MIR4648",72
"31915","ENSG00000264364","DYNLL2",6805
"31919","ENSG00000264384","RN7SL431P",305
"31920","ENSG00000264386","MIR4513",86
"31943","ENSG00000264468","MIR4520-1",70
"31951","ENSG00000264493","MIR4298",73
"31959","ENSG00000264522","OTUD7B",12177
"31965","ENSG00000264539","MIR548AR",57
"31976","ENSG00000264573","RN7SL15P",301
"31984","ENSG00000264610","MIR4685",69
"31994","ENSG00000264653","MIR5194",120
"32007","ENSG00000264707","L3MBTL4-AS1",2044
"32017","ENSG00000264743","DPRXP4",568
"32019","ENSG00000264745","TTC39C-AS1",817
"32022","ENSG00000264757","MIR3198-1",80
"32025","ENSG00000264764","MIR4772",78
"32027","ENSG00000264773","MIR4420",77
"32058","ENSG00000264920","SP2-DT",4286
"32061","ENSG00000264931","MIR3138",82
"32066","ENSG00000264954","PRR29-AS1",2926
"32069","ENSG00000264966","MIR5094",85
"32084","ENSG00000265018","AGAP12P",2400
"32108","ENSG00000265137","MIR3192",112
"32111","ENSG00000265142","MIR133A1HG",4376
"32114","ENSG00000265148","TSPOAP1-AS1",3601
"32115","ENSG00000265154","MIR151B",96
"32128","ENSG00000265195","MIR4312",76
"32139","ENSG00000265241","RBM8A",5585
"32154","ENSG00000265298","LOC101929240",892
"32160","ENSG00000265321","MIR4263",83
"32170","ENSG00000265354","TIMM23",1222
"32171","ENSG00000265355","MIR3136",78
"32186","ENSG00000265396","MIR3128",66
"32187","ENSG00000265407","MIR4324",72
"32202","ENSG00000265452","MIR3682",84
"32204","ENSG00000265462","MIR3680-1",87
"32207","ENSG00000265479","DTX2P1-UPK3BP1-PMS2P11",2043
"32213","ENSG00000265491","RNF115",11041
"32222","ENSG00000265527","MIR5690",73
"32223","ENSG00000265531","FCGR1CP",1127
"32228","ENSG00000265539","MIR3164",83
"32237","ENSG00000265566","RN7SL605P",281
"32253","ENSG00000265646","TUFMP1",1347
"32259","ENSG00000265666","RARA-AS1",1790
"32263","ENSG00000265681","RPL17",2515
"32269","ENSG00000265692","LINC01970",1810
"32273","ENSG00000265706","SNORD53B",78
"32279","ENSG00000265727","RN7SL648P",301
"32285","ENSG00000265753","RN7SL444P",300
"32291","ENSG00000265778","ZNF516-AS1",1393
"32293","ENSG00000265787","CYP4F35P",2877
"32297","ENSG00000265802","RN7SL49P",298
"32298","ENSG00000265806","MIR4292",67
"32299","ENSG00000265808","SEC22B",9034
"32306","ENSG00000265828","MIR3939",106
"32312","ENSG00000265845","LOC101927018",996
"32321","ENSG00000265871","MIR3174",87
"32324","ENSG00000265874","MIR4489",62
"32335","ENSG00000265917","MIR3685",62
"32350","ENSG00000265972","TXNIP",3625
"32357","ENSG00000265996","MIR3671",88
"32364","ENSG00000266017","MIR4477B",81
"32366","ENSG00000266028","SRGAP2",15675
"32372","ENSG00000266053","NDUFV2-AS1",1432
"32375","ENSG00000266066","POLRMTP1",3668
"32378","ENSG00000266074","BAHCC1",13473
"32379","ENSG00000266075","RN7SL574P",297
"32381","ENSG00000266094","RASSF5",6654
"32382","ENSG00000266097","MIR5192",92
"32385","ENSG00000266104","MIR4326",59
"32390","ENSG00000266124","MIR5587",53
"32391","ENSG00000266127","ZNF415P1",1166
"32398","ENSG00000266145","RHOT1P1",324
"32409","ENSG00000266173","STRADA",6717
"32428","ENSG00000266235","MIR3176",90
"32438","ENSG00000266265","KLF14",2827
"32439","ENSG00000266274","RN7SL138P",287
"32446","ENSG00000266297","MIR744",98
"32448","ENSG00000266305","MIR4518",83
"32453","ENSG00000266318","MIR5692A1",69
"32454","ENSG00000266320","MIR3909",119
"32461","ENSG00000266338","NBPF15",5306
"32464","ENSG00000266370","MIR3657",117
"32468","ENSG00000266401","LOC105371967",1455
"32469","ENSG00000266402","SNHG25",278
"32470","ENSG00000266405","CBX3P2",1429
"32472","ENSG00000266412","NCOA4",4079
"32490","ENSG00000266472","MRPS21",1641
"32505","ENSG00000266524","GDF10",2458
"32525","ENSG00000266589","MIR4512",77
"32533","ENSG00000266618","MIR4742",85
"32545","ENSG00000266668","MIR5692C2",77
"32550","ENSG00000266698","MIR3945",98
"32554","ENSG00000266709","MGC12916",1652
"32557","ENSG00000266714","MYO15B",12761
"32562","ENSG00000266733","TBC1D29P",3842
"32566","ENSG00000266750","MIR4645",77
"32584","ENSG00000266852","MIR4482",70
"32585","ENSG00000266853","ITM2BP1",664
"32593","ENSG00000266913","LINC01841",1016
"32595","ENSG00000266916","ZNF793-AS1",1321
"32601","ENSG00000266967","AARSD1",3704
"32602","ENSG00000266970","SOCS3-DT",1188
"32607","ENSG00000266983","RANBP3-DT",639
"32610","ENSG00000266993","LOC105378721",1819
"32615","ENSG00000267040","LOC100505549",2397
"32616","ENSG00000267041","ZNF850",7850
"32619","ENSG00000267058","LOC100505715",2193
"32620","ENSG00000267060","PTGES3L",2856
"32621","ENSG00000267064","UXT-AS1",1545
"32622","ENSG00000267065","LINC02080",3085
"32624","ENSG00000267080","ASB16-AS1",2460
"32628","ENSG00000267100","ILF3-DT",1983
"32632","ENSG00000267121","FMNL1-DT",3719
"32633","ENSG00000267123","SCAT1",1271
"32634","ENSG00000267128","RNF157-AS1",2283
"32641","ENSG00000267169","ADGRL1-AS1",3186
"32651","ENSG00000267213","DPY19L3-DT",972
"32652","ENSG00000267216","ZNF8-ERVK3-1",4227
"32654","ENSG00000267221","C17orf113",761
"32655","ENSG00000267226","MALT1-AS1",1209
"32658","ENSG00000267244","LOC100288123",2454
"32660","ENSG00000267253","WHSC1L2P",2123
"32661","ENSG00000267254","ZNF790-AS1",1506
"32663","ENSG00000267260","LOC728485",2050
"32664","ENSG00000267270","PARD6G-AS1",4589
"32666","ENSG00000267272","LINC01140",6717
"32668","ENSG00000267281","ATF7-NPFF",2690
"32669","ENSG00000267288","LOC105371795",2381
"32670","ENSG00000267289","PIN1-DT",750
"32671","ENSG00000267291","MAP4K1-AS1",516
"32672","ENSG00000267293","LOC100422497",1524
"32673","ENSG00000267296","CEBPA-DT",2198
"32675","ENSG00000267302","RNFT1-DT",2137
"32676","ENSG00000267309","ZNF566-AS1",1392
"32678","ENSG00000267322","SCARNA17",2593
"32679","ENSG00000267322","SNHG22",2593
"32684","ENSG00000267348","GEMIN7-AS1",1002
"32686","ENSG00000267365","KCNJ2-AS1",2442
"32688","ENSG00000267369","TAF5LP1",958
"32691","ENSG00000267395","DM1-AS",1027
"32693","ENSG00000267414","SETBP1-DT",2065
"32694","ENSG00000267416","HEATR6-DT",699
"32697","ENSG00000267430","LOC100422317",1153
"32703","ENSG00000267453","CLEC4OP",514
"32704","ENSG00000267454","ZNF582-DT",2037
"32707","ENSG00000267470","ZNF571-AS1",4560
"32711","ENSG00000267493","CIRBP-AS1",994
"32714","ENSG00000267508","ZNF285",6866
"32723","ENSG00000267534","S1PR2",3582
"32725","ENSG00000267541","MTCO2P2",225
"32727","ENSG00000267551","GNA15-DT",2319
"32728","ENSG00000267568","LOC105371899",969
"32730","ENSG00000267575","LOC101927151",5141
"32732","ENSG00000267586","LINC00907",9813
"32736","ENSG00000267638","LOC105371789",359
"32737","ENSG00000267641","BNIP3P16",534
"32743","ENSG00000267680","ZNF224",7104
"32745","ENSG00000267690","LDLRAD4-AS1",2190
"32748","ENSG00000267710","EDDM13",2215
"32753","ENSG00000267751","BSG-AS1",865
"32757","ENSG00000267767","LINC01801",2266
"32764","ENSG00000267795","SMIM22",1762
"32765","ENSG00000267796","LIN37",2820
"32767","ENSG00000267855","NDUFA7",1413
"32768","ENSG00000267858","MZF1-AS1",2968
"32769","ENSG00000267871","ZNF460-AS1",738
"32777","ENSG00000268001","CARD8-AS1",1969
"32778","ENSG00000268006","PTOV1-AS1",4203
"32782","ENSG00000268041","ERFL",707
"32783","ENSG00000268043","NBPF12",7272
"32784","ENSG00000268058","BNIP3P40",556
"32785","ENSG00000268061","NAPA-AS1",1894
"32791","ENSG00000268095","ZNF649-AS1",579
"32794","ENSG00000268119","LOC105372321",5146
"32805","ENSG00000268257","AIRN",4374
"32809","ENSG00000268322","BNIP3P25",559
"32812","ENSG00000268350","FAM156A",6608
"32815","ENSG00000268403","LOC644656",1147
"32821","ENSG00000268471","MIR4453HG",3000
"32826","ENSG00000268516","ZNF8-DT",2708
"32827","ENSG00000268521","VN1R83P",445
"32842","ENSG00000268655","LOC101059948",493
"32843","ENSG00000268658","LINC00664",5889
"32851","ENSG00000268758","ADGRE4P",2837
"32852","ENSG00000268785","RPL7P50",727
"32858","ENSG00000268858","LOC112268269",3082
"32862","ENSG00000268895","A1BG-AS1",2793
"32872","ENSG00000268996","MAN1B1-DT",1872
"32873","ENSG00000269028","MTRNR2L2",1049
"32874","ENSG00000269028","MTRNR2L12",1049
"32881","ENSG00000269072","LOC101928517",1763
"32892","ENSG00000269220","LINC00528",2160
"32893","ENSG00000269235","ZNF350-AS1",1018
"32895","ENSG00000269289","LOC100505851",2233
"32896","ENSG00000269293","ZSCAN16-AS1",2163
"32897","ENSG00000269313","MAGIX",5107
"32901","ENSG00000269335","IKBKG",3529
"32902","ENSG00000269343","ZNF587B",4380
"32906","ENSG00000269386","RAB11B-AS1",1156
"32907","ENSG00000269404","SPIB",4281
"32914","ENSG00000269439","PGLS-DT",2067
"32919","ENSG00000269556","TMEM185A",5158
"32923","ENSG00000269609","C10orf95-AS1",5660
"32926","ENSG00000269656","NOP53-AS1",540
"32930","ENSG00000269713","NBPF9",9046
"32931","ENSG00000269720","CCDC194",856
"32933","ENSG00000269743","SLC25A53",6845
"32938","ENSG00000269821","KCNQ1OT1",91667
"32939","ENSG00000269834","ZNF528-AS1",4160
"32941","ENSG00000269858","EGLN2",6577
"32943","ENSG00000269893","SNHG8",923
"32944","ENSG00000269896","LOC100129534",2407
"32947","ENSG00000269904","MAP2K4P1",2539
"32948","ENSG00000269929","MIRLET7A1HG",1435
"32950","ENSG00000269956","MKNK1-AS1",2445
"32955","ENSG00000270006","C16orf95-DT",401
"32956","ENSG00000270011","ZNF559-ZNF177",4276
"32957","ENSG00000270025","BMS1P7",1052
"32958","ENSG00000270049","ATP6V0D1-DT",1640
"32961","ENSG00000270159","LOC101928557",408
"32962","ENSG00000270164","LINC01480",1722
"32963","ENSG00000270170","NCBP2AS2",918
"32964","ENSG00000270174","LOC101927950",806
"32968","ENSG00000270194","GOLGA4-AS1",2389
"32974","ENSG00000270231","NBPF8",5330
"32977","ENSG00000270264","NDUFB8P2",538
"32979","ENSG00000270270","BNIP3P10",577
"32980","ENSG00000270276","H4C15",1929
"32986","ENSG00000270325","BNIP3P9",553
"32991","ENSG00000270362","HMGN3-AS1",2946
"32996","ENSG00000270390","SFXN4P1",787
"32997","ENSG00000270392","PFN1P2",1849
"33001","ENSG00000270419","CAHM",896
"33004","ENSG00000270429","KNOP1P2",1317
"33018","ENSG00000270510","LOC100420680",651
"33021","ENSG00000270528","FAM133EP",706
"33025","ENSG00000270554","EIF3EP4",1099
"33029","ENSG00000270585","SNX2P1",665
"33034","ENSG00000270624","LOC401913",568
"33036","ENSG00000270629","NBPF14",12116
"33040","ENSG00000270647","TAF15",5909
"33044","ENSG00000270673","YTHDF3-DT",718
"33050","ENSG00000270723","RPL23AP92",255
"33051","ENSG00000270733","MRPS6P1",358
"33055","ENSG00000270751","FBXW7-AS1",372
"33058","ENSG00000270765","GAS2L2",3014
"33065","ENSG00000270806","C17orf50",1063
"33069","ENSG00000270832","LOC100130664",568
"33073","ENSG00000270878","GCATP1",1261
"33075","ENSG00000270882","H4C14",1876
"33076","ENSG00000270885","RASL10B",3502
"33078","ENSG00000270903","HNRNPA3P9",979
"33081","ENSG00000270911","LOC100419654",1251
"33083","ENSG00000270923","TAS2R6P",826
"33091","ENSG00000270959","LPP-AS2",2852
"33109","ENSG00000271079","CTAGE15",2587
"33112","ENSG00000271092","TLCD4-RWDD3",1961
"33121","ENSG00000271122","HERPUD2-AS1",4200
"33124","ENSG00000271133","ITGB8-AS1",896
"33130","ENSG00000271161","BOLA2P2",567
"33145","ENSG00000271254","LOC102724250",4520
"33146","ENSG00000271270","TMCC1-DT",4623
"33151","ENSG00000271303","SRXN1",2698
"33166","ENSG00000271383","NBPF19",18785
"33171","ENSG00000271415","RPL23AP90",236
"33173","ENSG00000271425","NBPF10",13290
"33188","ENSG00000271503","CCL5",1512
"33191","ENSG00000271550","BNIP3P11",563
"33192","ENSG00000271551","LOC115308161",1249
"33193","ENSG00000271557","YPEL5P2",359
"33198","ENSG00000271580","GYG2P2",784
"33206","ENSG00000271601","LIX1L",3975
"33208","ENSG00000271605","MILR1",1816
"33209","ENSG00000271614","ATP2B1-AS1",3632
"33215","ENSG00000271639","PPFIA1P1",1551
"33236","ENSG00000271816","BMS1P4",1913
"33238","ENSG00000271819","RNU6-94P",107
"33244","ENSG00000271852","SNORD11B",90
"33245","ENSG00000271856","LINC01215",2592
"33249","ENSG00000271889","LOC105374758",884
"33253","ENSG00000271913","TAGAP-AS1",1951
"33265","ENSG00000272031","ANKRD34A",3677
"33266","ENSG00000272034","SNORD14A",91
"33268","ENSG00000272047","GTF2H5",7481
"33274","ENSG00000272142","LYRM4-AS1",1489
"33275","ENSG00000272143","FGF14-AS2",1074
"33276","ENSG00000272146","ARF4-AS1",597
"33277","ENSG00000272150","NBPF25P",3827
"33278","ENSG00000272196","H2AC19",564
"33285","ENSG00000272269","NUP153-AS1",1088
"33288","ENSG00000272288","ILRUN-AS1",771
"33291","ENSG00000272323","TTC23L-AS1",1565
"33292","ENSG00000272325","NUDT3",9905
"33293","ENSG00000272333","KMT2B",10279
"33296","ENSG00000272359","RNU4-89P",133
"33298","ENSG00000272391","POM121C",8767
"33301","ENSG00000272398","CD24",3097
"33307","ENSG00000272447","LOC642361",1701
"33314","ENSG00000272507","RNU6-88P",100
"33316","ENSG00000272523","LINC01023",436
"33317","ENSG00000272533","SNORA28",126
"33322","ENSG00000272568","LOC100506497",4916
"33327","ENSG00000272602","ZNF595",3933
"33329","ENSG00000272620","AFAP1-AS1",6795
"33332","ENSG00000272666","KLHDC7B-DT",602
"33333","ENSG00000272668","LOC107985216",732
"33336","ENSG00000272677","HNRNPD-DT",906
"33339","ENSG00000272686","WASL-DT",2099
"33340","ENSG00000272690","LINC02018",1862
"33341","ENSG00000272693","LOC441242",1962
"33345","ENSG00000272752","STAG3L5P-PVRIG2P-PILRB",3818
"33346","ENSG00000272758","WDR5B-DT",2891
"33347","ENSG00000272767","JMJD1C-AS1",1335
"33349","ENSG00000272808","GCAWKR",5068
"33352","ENSG00000272870","SAP30-DT",2495
"33354","ENSG00000272886","DCP1A",6127
"33355","ENSG00000272899","ATP6V1FNB",3631
"33357","ENSG00000272902","TBC1D8-AS1",2478
"33362","ENSG00000273002","ARHGEF2-AS2",2157
"33364","ENSG00000273018","FAM106A",7703
"33365","ENSG00000273024","INTS4P2",1493
"33366","ENSG00000273032","DGCR5",2415
"33367","ENSG00000273033","LINC02035",5476
"33368","ENSG00000273045","C2orf15",2098
"33370","ENSG00000273061","CDC37L1-DT",613
"33375","ENSG00000273136","NBPF26",4899
"33376","ENSG00000273173","SNURF",1175
"33380","ENSG00000273265","CNNM3-DT",415
"33383","ENSG00000273297","LOC105375519",1205
"33384","ENSG00000273311","DGCR11",2214
"33388","ENSG00000273336","OR7M1P",533
"33389","ENSG00000273344","PAXIP1-DT",2256
"33395","ENSG00000273428","LOC105372990",704
"33405","ENSG00000273542","H4C12",312
"33407","ENSG00000273555","MIR6812",64
"33438","ENSG00000273723","SUGT1-DT",975
"33439","ENSG00000273742","MIR6075",95
"33442","ENSG00000273749","CYFIP1",10414
"33452","ENSG00000273802","H2BC8",627
"33455","ENSG00000273820","USP27X",2618
"33467","ENSG00000273888","FRMD6-AS1",2229
"33469","ENSG00000273899","NOL12",3589
"33482","ENSG00000274010","ZFP91P1",1158
"33483","ENSG00000274012","RN7SL2",300
"33484","ENSG00000274015","LOC105370532",554
"33485","ENSG00000274020","LINC01138",3938
"33487","ENSG00000274026","FAM27E3",1593
"33491","ENSG00000274047","SYNRG",14277
"33496","ENSG00000274066","MIR6514",70
"33498","ENSG00000274070","CASTOR2",1363
"33509","ENSG00000274134","MIR6774",70
"33515","ENSG00000274180","NATD1",4931
"33520","ENSG00000274211","SOCS7",8621
"33528","ENSG00000274253","LOC283683",1640
"33534","ENSG00000274280","MIR6069",79
"33536","ENSG00000274286","ADRA2B",3371
"33537","ENSG00000274290","H2BC6",386
"33544","ENSG00000274349","ZNF658",4843
"33551","ENSG00000274386","TMEM269",1344
"33558","ENSG00000274419","TBC1D3D",3296
"33563","ENSG00000274461","LINC02930",2101
"33564","ENSG00000274466","MIR1273H",116
"33566","ENSG00000274471","HERC2P7",883
"33567","ENSG00000274475","RN7SL650P",299
"33569","ENSG00000274487","NPEPPSP1",1555
"33576","ENSG00000274523","RCC1L",4196
"33578","ENSG00000274536","MIR223HG",1815
"33584","ENSG00000274576","IGHV2-70",358
"33587","ENSG00000274588","DGKK",7407
"33590","ENSG00000274602","PI4KAP1",4812
"33591","ENSG00000274605","PCCA-DT",913
"33598","ENSG00000274628","LOC105379252",7923
"33601","ENSG00000274641","H2BC17",381
"33607","ENSG00000274675","GTF2H2C_2",5368
"33618","ENSG00000274750","H3C6",411
"33623","ENSG00000274768","CISD3",2663
"33629","ENSG00000274810","NPHP3-ACAD11",8119
"33632","ENSG00000274824","MIR7152",54
"33640","ENSG00000274925","ZKSCAN2-DT",3115
"33645","ENSG00000274963","RN7SL600P",299
"33651","ENSG00000274986","MIR6750",75
"33660","ENSG00000275022","MIR6753",164
"33661","ENSG00000275023","MLLT6",13315
"33667","ENSG00000275052","PPP4R3B",8217
"33669","ENSG00000275063","LOC102723407",351
"33672","ENSG00000275074","NUDT18",1756
"33676","ENSG00000275099","GGNBP2",9729
"33680","ENSG00000275111","ZNF2",3996
"33685","ENSG00000275132","RN7SL663P",299
"33689","ENSG00000275160","RPL7AP45",589
"33693","ENSG00000275176","ACACA",13009
"33712","ENSG00000275313","CCL4L2",1011
"33713","ENSG00000275313","CCL4L1",1011
"33714","ENSG00000275318","LOC100419515",734
"33720","ENSG00000275342","PRAG1",4904
"33721","ENSG00000275344","MIR6503",86
"33730","ENSG00000275395","FCGBP",12961
"33737","ENSG00000275449","MIR6859-3",68
"33743","ENSG00000275464","LOC102724159",7665
"33749","ENSG00000275491","LINC01730",843
"33753","ENSG00000275506","H3P25",362
"33761","ENSG00000275538","RNVU1-19",167
"33762","ENSG00000275549","STPG3-AS1",1701
"33766","ENSG00000275572","GRIFIN",870
"33772","ENSG00000275600","PIGW",2799
"33791","ENSG00000275713","H2BC9",381
"33792","ENSG00000275714","H3C1",411
"33798","ENSG00000275763","ZNF516-DT",2076
"33805","ENSG00000275791","TRBV10-3",368
"33806","ENSG00000275793","RIMBP3",6105
"33811","ENSG00000275835","TUBGCP5",6478
"33814","ENSG00000275846","LOC105374989",3929
"33823","ENSG00000275882","IKBKGP1",1073
"33824","ENSG00000275895","LOC102724594",5603
"33826","ENSG00000275903","PSMB3",1179
"33828","ENSG00000275932","DUSP14",2499
